PCON21CD,PCON21NM,SAM_WPC_DEC_2020_UK_AREAEHECT,SAM_PCON_DEC_2021_UK_AREAEHECT,EOTR_Diff,Reason,SAM_WPC_DEC_2020_UK_AREACHECT,SAM_PCON_DEC_2021_UK_AREACHECT,CtoC_Diff,Reason,SAM_WPC_DEC_2020_UK_AREAIHECT,SAM_PCON_DEC_2021_UK_AREAIHECT,ILW_Diff,Reason,SAM_WPC_DEC_2020_UK_AREALHECT,SAM_PCON_DEC_2021_UK_AREALHECT,LC_Diff,Reason
E14000742,Henley,68405.88,68404.74,1.14,,68405.88,68404.74,1.14,,0,0,0,,68405.88,68404.74,1.14,
E14000743,Hereford and South Herefordshire,72414.63,72414.63,0,,72414.63,72414.63,0,,0,0,0,,72414.63,72414.63,0,
E14000744,Hertford and Stortford,15661.31,15661.31,0,,15661.31,15661.31,0,,0,0,0,,15661.31,15661.31,0,
E14000745,Hertsmere,10112.82,10112.82,0,,10112.82,10112.82,0,,0,0,0,,10112.82,10112.82,0,
E14000746,Hexham,243958.63,243962.64,-4.01,,243954.12,243957.12,-3,,1241,1241.49,-0.49,,242712.86,242715.63,-2.77,
E14000747,Heywood and Middleton,7257.24,7257.23,0.01,,7257.24,7257.23,0.01,,0,0,0,,7257.24,7257.23,0.01,
E14000748,High Peak,54025.4,54025.4,0,,54025.4,54025.4,0,,111,111.08,-0.08,,53914.32,53914.32,0,
E14000749,Hitchin and Harpenden,25624.3,25624.3,0,,25624.3,25624.3,0,,0,0,0,,25624.3,25624.3,0,
E14000750,Holborn and St Pancras,1318.57,1318.57,0,,1318.57,1318.57,0,,0,0,0,,1318.57,1318.57,0,
E14000751,Hornchurch and Upminster,5764.16,5764.16,0,,5764.16,5764.16,0,,0,0,0,,5764.16,5764.16,0,
E14000752,Hornsey and Wood Green,1645.27,1645.27,0,,1645.27,1645.27,0,,0,0,0,,1645.27,1645.27,0,
E14000753,Horsham,34432.44,34432.44,0,,34432.44,34432.44,0,,0,0,0,,34432.44,34432.44,0,
E14000754,Houghton and Sunderland South,6593.49,6593.49,0,,6581.5,6581.5,0,,0,0,0,,6581.5,6581.5,0,
E14000755,Hove,2411.71,2411.71,0,,2394.3,2394.3,0,,0,0,0,,2394.3,2394.3,0,
E14000756,Huddersfield,4704.91,4704.91,0,,4704.91,4704.91,0,,0,0,0,,4704.91,4704.91,0,
E14000757,Huntingdon,33488.93,33488.93,0,,33488.93,33488.93,0,,624,624.86,-0.86,,32864.07,32864.07,0,
E14000758,Hyndburn,9026.35,9027.26,-0.91,,9026.35,9027.26,-0.91,,0,0,0,,9026.35,9027.26,-0.91,
E14000759,Ilford North,2899.93,2899.93,0,,2899.93,2899.93,0,,0,0,0,,2899.93,2899.93,0,
E14000760,Ilford South,1570.06,1570.06,0,,1566.37,1566.37,0,,0,0,0,,1566.37,1566.37,0,
E14000761,Ipswich,3230.53,3230.53,0,,3151.49,3151.49,0,,0,0,0,,3151.49,3151.49,0,
E14000762,Isle of Wight,39282.45,39282.45,0,,37962.01,37962.01,0,,0,0,0,,37962.01,37962.01,0,
E14000763,Islington North,738.35,738.35,0,,738.35,738.35,0,,0,0,0,,738.35,738.35,0,
E14000764,Islington South and Finsbury,747.46,747.46,0,,747.46,747.46,0,,0,0,0,,747.46,747.46,0,
E14000765,Jarrow,4855.01,4855.06,-0.05,,4724.66,4724.71,-0.05,,0,0,0,,4724.66,4724.71,-0.05,
E14000766,Keighley,16443.9,16443.86,0.04,,16443.9,16443.86,0.04,,0,0,0,,16443.9,16443.86,0.04,
E14000767,Kenilworth and Southam,62055.44,62055.44,0,,62055.44,62055.44,0,,244,244.4,-0.4,,61811.04,61811.04,0,
E14000768,Kensington,896.46,896.46,0,,896.46,896.46,0,,0,0,0,,896.46,896.46,0,
E14000769,Kettering,23348.99,23348.99,0,,23348.99,23348.99,0,,0,0,0,,23348.99,23348.99,0,
E14000770,Kingston and Surbiton,2836.83,2836.83,0,,2836.83,2836.83,0,,0,0,0,,2836.83,2836.83,0,
E14000771,Kingston upon Hull East,3282.26,3279.4,2.86,,2879.62,2879.62,0,,0,0,0,,2879.62,2879.62,0,
E14000772,Kingston upon Hull North,2489.8,2489.8,0,,2477.89,2477.89,0,,0,0,0,,2477.89,2477.89,0,
E14000773,Kingston upon Hull West and Hessle,3082.59,3082.59,0,,2371.75,2371.75,0,,0,0,0,,2371.75,2371.75,0,
E14000774,Kingswood,4312.94,4312.94,0,,4312.94,4312.94,0,,0,0,0,,4312.94,4312.94,0,
E14000775,Knowsley,5419.81,5419.81,0,,5419.81,5419.81,0,,0,0,0,,5419.81,5419.81,0,
E14000776,Lancaster and Fleetwood,49014.79,49009.77,5.02,,43786.37,43786.37,0,,0,0,0,,43786.37,43786.37,0,
E14000777,Leeds Central,4095.56,4095.56,0,,4095.56,4095.56,0,,0,0,0,,4095.56,4095.56,0,
E14000778,Leeds East,3368.44,3368.44,0,,3368.44,3368.44,0,,0,0,0,,3368.44,3368.44,0,
E14000779,Leeds North East,3948.45,3948.45,0,,3948.45,3948.45,0,,0,0,0,,3948.45,3948.45,0,
E14000780,Leeds North West,6212.27,6212.27,0,,6212.27,6212.27,0,,0,0,0,,6212.27,6212.27,0,
E14000781,Leeds West,3024.56,3024.56,0,,3024.56,3024.56,0,,0,0,0,,3024.56,3024.56,0,
E14000782,Leicester East,2328.65,2328.65,0,,2328.65,2328.65,0,,0,0,0,,2328.65,2328.65,0,
E14000783,Leicester South,2118.45,2118.45,0,,2118.45,2118.45,0,,0,0,0,,2118.45,2118.45,0,
E14000784,Leicester West,2887.11,2887.11,0,,2887.11,2887.11,0,,0,0,0,,2887.11,2887.11,0,
E14000785,Leigh,6706.22,6706.22,0,,6706.22,6706.22,0,,0,0,0,,6706.22,6706.22,0,
E14000786,Lewes,37326.97,37322.47,4.5,,37081.37,37081.37,0,,0,0,0,,37081.37,37081.37,0,
E14000787,Lewisham East,1477.1,1477.1,0,,1477.1,1477.1,0,,0,0,0,,1477.1,1477.1,0,
E14000788,Lewisham West and Penge,1586.46,1586.46,0,,1586.46,1586.46,0,,0,0,0,,1586.46,1586.46,0,
E14000789,"Lewisham, Deptford",1219.78,1219.78,0,,1202.99,1202.99,0,,0,0,0,,1202.99,1202.99,0,
E14000790,Leyton and Wanstead,1531.45,1531.45,0,,1531.45,1531.45,0,,0,0,0,,1531.45,1531.45,0,
E14000791,Lichfield,32906.56,32906.56,0,,32906.56,32906.56,0,,302,302.78,-0.78,,32603.78,32603.78,0,
E14000792,Lincoln,6389.84,6389.84,0,,6389.84,6389.84,0,,0,0,0,,6389.84,6389.84,0,
E14000793,"Liverpool, Riverside",3312.73,3312.73,0,,2407.74,2407.74,0,,0,0,0,,2407.74,2407.74,0,
E14000794,"Liverpool, Walton",1976.56,1976.56,0,,1976.56,1976.56,0,,0,0,0,,1976.56,1976.56,0,
E14000795,"Liverpool, Wavertree",1708.5,1708.5,0,,1708.5,1708.5,0,,0,0,0,,1708.5,1708.5,0,
E14000796,"Liverpool, West Derby",2061.93,2061.93,0,,2061.93,2061.93,0,,0,0,0,,2061.93,2061.93,0,
E14000797,Loughborough,13057.02,13057.02,0,,13057.02,13057.02,0,,0,0,0,,13057.02,13057.02,0,
E14000798,Louth and Horncastle,140167.49,140167.49,0,,137819.73,137819.73,0,,0,0,0,,137819.73,137819.73,0,
E14000799,Ludlow,155492.12,155492.12,0,,155492.12,155492.12,0,,0,0,0,,155492.12,155492.12,0,
E14000800,Luton North,1878.52,1878.52,0,,1878.52,1878.52,0,,0,0,0,,1878.52,1878.52,0,
E14000801,Luton South,5578.83,5578.83,0,,5578.83,5578.83,0,,0,0,0,,5578.83,5578.83,0,
E14000802,Macclesfield,30173.85,30173.85,0,,30173.85,30173.85,0,,0,0,0,,30173.85,30173.85,0,
E14000803,Maidenhead,18341.4,18341.76,-0.36,,18341.4,18341.76,-0.36,,0,0,0,,18341.4,18341.76,-0.36,
E14000804,Maidstone and The Weald,22368.06,22368.06,0,,22367,22367,0,,0,0,0,,22367,22367,0,
E14000805,Makerfield,5586.07,5586.07,0,,5586.07,5586.07,0,,0,0,0,,5586.07,5586.07,0,
E14000806,Maldon,43444.88,43444.88,0,,37514.47,37514.47,0,,346,346.93,-0.93,,37167.54,37167.54,0,
E14000807,Manchester Central,2846.45,2846.45,0,,2846.45,2846.45,0,,0,0,0,,2846.45,2846.45,0,
E14000808,"Manchester, Gorton",1728.08,1728.08,0,,1728.08,1728.08,0,,0,0,0,,1728.08,1728.08,0,
E14000809,"Manchester, Withington",1931.37,1931.37,0,,1931.37,1931.37,0,,0,0,0,,1931.37,1931.37,0,
E14000810,Mansfield,7669.69,7669.69,0,,7669.69,7669.69,0,,0,0,0,,7669.69,7669.69,0,
E14000811,Meon Valley,40226.1,40228.24,-2.14,,40217.05,40219.19,-2.14,,0,0,0,,40217.05,40219.19,-2.14,
E14000812,Meriden,14556.37,14556.37,0,,14556.37,14556.37,0,,0,0,0,,14556.37,14556.37,0,
E14000813,Mid Bedfordshire,45750.55,45750.55,0,,45750.55,45750.55,0,,0,0,0,,45750.55,45750.55,0,
E14000814,Mid Derbyshire,9214.01,9214.01,0,,9214.01,9214.01,0,,0,0,0,,9214.01,9214.01,0,
E14000815,Mid Dorset and North Poole,18026.93,18053.34,-26.41,Change in Foreshore,17579.48,17579.48,0,,0,0,0,,17579.48,17579.48,0,
E14000816,Mid Norfolk,76034.71,76034.71,0,,76034.71,76034.71,0,,0,0,0,,76034.71,76034.71,0,
E14000817,Mid Sussex,18812.44,18812.44,0,,18812.44,18812.44,0,,0,0,0,,18812.44,18812.44,0,
E14000818,Mid Worcestershire,44093.23,44093.23,0,,44093.23,44093.23,0,,0,0,0,,44093.23,44093.23,0,
E14000819,Middlesbrough,2980.99,2980.99,0,,2913.79,2913.79,0,,0,0,0,,2913.79,2913.79,0,
E14000820,Middlesbrough South and East Cleveland,19966.19,19966.19,0,,19716.03,19716.03,0,,0,0,0,,19716.03,19716.03,0,
E14000821,Milton Keynes North,22879.11,22879.11,0,,22879.11,22879.11,0,,0,0,0,,22879.11,22879.11,0,
E14000822,Milton Keynes South,7983.57,7983.57,0,,7983.57,7983.57,0,,0,0,0,,7983.57,7983.57,0,
E14000823,Mitcham and Morden,1644.32,1644.32,0,,1644.32,1644.32,0,,0,0,0,,1644.32,1644.32,0,
E14000824,Mole Valley,36946.16,36946.16,0,,36946.16,36946.16,0,,0,0,0,,36946.16,36946.16,0,
E14000825,Morecambe and Lunesdale,32090.73,32077.73,13,Change in Foreshore,24427.74,24427.28,0.46,,0,0,0,,24427.74,24427.28,0.46,
E14000826,Morley and Outwood,6861.35,6861.35,0,,6861.35,6861.35,0,,0,0,0,,6861.35,6861.35,0,
E14000827,New Forest East,41566.18,41566.18,0,,39585.36,39585.36,0,,0,0,0,,39585.36,39585.36,0,
E14000828,New Forest West,36062.39,36062.39,0,,35632.16,35632.16,0,,0,0,0,,35632.16,35632.16,0,
E14000829,Newark,70158.93,70158.93,0,,70030.77,70030.77,0,,0,0,0,,70030.77,70030.77,0,
E14000830,Newbury,59679.38,59679.21,0.17,,59679.38,59679.21,0.17,,0,0,0,,59679.38,59679.21,0.17,
E14000831,Newcastle upon Tyne Central,2442.97,2442.97,0,,2380.63,2380.63,0,,0,0,0,,2380.63,2380.63,0,
E14000832,Newcastle upon Tyne East,1974.63,1974.63,0,,1908.54,1908.54,0,,0,0,0,,1908.54,1908.54,0,
E14000833,Newcastle upon Tyne North,7094.18,7093.29,0.89,,7056.45,7056.01,0.44,,0,0,0,,7056.45,7056.01,0.44,
E14000834,Newcastle-under-Lyme,8110.84,8110.84,0,,8110.84,8110.84,0,,0,0,0,,8110.84,8110.84,0,
E14000835,Newton Abbot,20855.15,20854.87,0.28,,20353.74,20353.46,0.28,,0,0,0,,20353.74,20353.46,0.28,
E14000836,"Normanton, Pontefract and Castleford",8639.5,8639.5,0,,8639.5,8639.5,0,,0,0,0,,8639.5,8639.5,0,
E14000837,North Cornwall,120997.73,120998.69,-0.96,,119526.47,119526.45,0.02,,0,0,0,,119526.47,119526.45,0.02,
E14000838,North Devon,110472.06,110474.04,-1.98,,108588.56,108589.22,-0.66,,0,0,0,,108588.56,108589.22,-0.66,
E14000839,North Dorset,88060.56,88060.56,0,,88060.56,88060.56,0,,0,0,0,,88060.56,88060.56,0,
E14000840,North Durham,10417.17,10417.48,-0.31,,10409.51,10409.83,-0.32,,0,0,0,,10409.51,10409.83,-0.32,
E14000841,North East Bedfordshire,54280.09,54280.09,0,,54280.09,54280.09,0,,0,0,0,,54280.09,54280.09,0,
E14000842,North East Cambridgeshire,72547.19,72547.19,0,,72413.93,72413.93,0,,0,0,0,,72413.93,72413.93,0,
E14000843,North East Derbyshire,22823.12,22823.12,0,,22823.12,22823.12,0,,0,0,0,,22823.12,22823.12,0,
E14000844,North East Hampshire,40147.06,40147.82,-0.76,,40147.06,40147.82,-0.76,,0,0,0,,40147.06,40147.82,-0.76,
E14000845,North East Hertfordshire,50226.97,50226.97,0,,50226.97,50226.97,0,,0,0,0,,50226.97,50226.97,0,
E14000846,North East Somerset,32244.77,32244.77,0,,32244.77,32244.77,0,,524,524.48,-0.48,,31720.29,31720.29,0,
E14000847,North Herefordshire,145556.32,145556.32,0,,145556.32,145556.32,0,,0,0,0,,145556.32,145556.32,0,
E14000848,North Norfolk,75409.14,75422.85,-13.71,Change in Foreshore,73165.36,73165.36,0,,158,158.64,-0.64,,73006.72,73006.72,0,
E14000849,North Shropshire,93521.04,93521.04,0,,93521.04,93521.04,0,,0,0,0,,93521.04,93521.04,0,
E14000850,North Somerset,23176.07,23176.07,0,,22824.51,22824.51,0,,15,15.13,-0.13,,22809.38,22809.38,3.63798E-12,
E14000851,North Swindon,10632.46,10632.46,0,,10632.46,10632.46,0,,0,0,0,,10632.46,10632.46,0,
E14000852,North Thanet,14146.51,14146.51,0,,13672.88,13672.88,0,,0,0,0,,13672.88,13672.88,0,
E14000853,North Tyneside,4540.21,4539.11,1.1,,4414.53,4413.43,1.1,,0,0,0,,4414.53,4413.43,1.1,
E14000854,North Warwickshire,26647.98,26647.98,0,,26647.98,26647.98,0,,0,0,0,,26647.98,26647.98,0,
E14000855,North West Cambridgeshire,74601.05,74601.05,0,,74591.99,74591.99,0,,3,3.09,-0.09,,74588.9,74588.9,-1.45519E-11,
E14000856,North West Durham,70103.12,70100.82,2.3,,70103.12,70100.82,2.3,,167,167.32,-0.32,,69935.57,69933.5,2.07,
E14000857,North West Hampshire,58947.99,58946.4,1.59,,58947.99,58946.4,1.59,,0,0,0,,58947.99,58946.4,1.59,
E14000858,North West Leicestershire,27932.81,27932.81,0,,27932.81,27932.81,0,,0,0,0,,27932.81,27932.81,0,
E14000859,North West Norfolk,87359.3,87357.93,1.37,,78813.4,78813.4,0,,0,0,0,,78813.4,78813.4,0,
E14000860,North Wiltshire,71424.6,71424.6,0,,71424.6,71424.6,0,,0,0,0,,71424.6,71424.6,0,
E14000861,Northampton North,2236.66,2236.66,0,,2236.66,2236.66,0,,0,0,0,,2236.66,2236.66,0,
E14000862,Northampton South,3295.22,3295.22,0,,3295.22,3295.22,0,,0,0,0,,3295.22,3295.22,0,
E14000863,Norwich North,3618.84,3618.84,0,,3607.99,3607.99,0,,0,0,0,,3607.99,3607.99,0,
E14000864,Norwich South,3032.32,3032.32,0,,2879.1,2879.1,0,,0,0,0,,2879.1,2879.1,0,
E14000865,Nottingham East,1870.6,1870.6,0,,1870.6,1870.6,0,,0,0,0,,1870.6,1870.6,0,
E14000866,Nottingham North,2334.15,2334.15,0,,2334.15,2334.15,0,,0,0,0,,2334.15,2334.15,0,
E14000867,Nottingham South,3256.61,3256.61,0,,3256.61,3256.61,0,,0,0,0,,3256.61,3256.61,0,
E14000868,Nuneaton,8302.31,8302.31,0,,8302.31,8302.31,0,,0,0,0,,8302.31,8302.31,0,
E14000869,Old Bexley and Sidcup,2455.02,2454.75,0.27,,2455.02,2454.75,0.27,,0,0,0,,2455.02,2454.75,0.27,
E14000870,Oldham East and Saddleworth,10440.98,10440.98,0,,10440.98,10440.98,0,,0,0,0,,10440.98,10440.98,0,
E14000871,Oldham West and Royton,3083.85,3083.85,0,,3083.85,3083.85,0,,0,0,0,,3083.85,3083.85,0,
E14000872,Orpington,7872.46,7872.46,0,,7872.46,7872.46,0,,0,0,0,,7872.46,7872.46,0,
E14000873,Oxford East,3060.44,3060.44,0,,3060.44,3060.44,0,,0,0,0,,3060.44,3060.44,0,
E14000874,Oxford West and Abingdon,12873.82,12875.77,-1.95,,12873.82,12875.77,-1.95,,101,101.58,-0.58,,12772.24,12774.19,-1.95,
E14000875,Pendle,16938.01,16938.01,0,,16938.01,16938.01,0,,0,0,0,,16938.01,16938.01,0,
E14000876,Penistone and Stocksbridge,29382.71,29382.71,0,,29382.71,29382.71,0,,0,0,0,,29382.71,29382.71,0,
E14000877,Penrith and The Border,313630.84,313619.74,11.1,,311939.35,311941.37,-2.02,,1410,1410.34,-0.34,,310529.01,310531.03,-2.02,
E14000878,Peterborough,17508.38,17508.38,0,,17502.41,17502.41,0,,0,0,0,,17502.41,17502.41,0,
E14000879,"Plymouth, Moor View",3441.52,3441.5,0.02,,3262.51,3262.49,0.02,,0,0,0,,3262.51,3262.49,0.02,
E14000880,"Plymouth, Sutton and Devonport",2261.42,2261.04,0.38,,2113.59,2113.59,0,,0,0,0,,2113.59,2113.59,0,
E14000881,Poole,4096.3,4096.3,0,,3120.43,3120.43,0,,0,0,0,,3120.43,3120.43,0,
E14000882,Poplar and Limehouse,1240.84,1240.84,0,,1060.24,1060.24,0,,0,0,0,,1060.24,1060.24,0,
E14000883,Portsmouth North,4316.2,4315.75,0.45,,2695.36,2694.91,0.45,,0,0,0,,2695.36,2694.91,0.45,
E14000884,Portsmouth South,1697.39,1697.39,0,,1343.76,1343.26,0.5,,0,0,0,,1343.76,1343.26,0.5,
E14000885,Preston,2695.02,2695.02,0,,2648.26,2648.26,0,,0,0,0,,2648.26,2648.26,0,
E14000886,Pudsey,5498.85,5498.85,0,,5498.85,5498.85,0,,0,0,0,,5498.85,5498.85,0,
E14000887,Putney,1301.08,1301.08,0,,1274.93,1274.93,0,,0,0,0,,1274.93,1274.93,0,
E14000888,Rayleigh and Wickford,11886.2,11883.15,3.05,,11004.46,11004.46,0,,0,0,0,,11004.46,11004.46,0,
E14000889,Reading East,2756.42,2755.52,0.9,,2756.42,2755.52,0.9,,0,0,0,,2756.42,2755.52,0.9,
E14000890,Reading West,5085.01,5085.97,-0.96,,5085.01,5085.97,-0.96,,0,0,0,,5085.01,5085.97,-0.96,
E14000891,Redcar,7886.72,7886.72,0,,7265.28,7265.28,0,,0,0,0,,7265.28,7265.28,0,
E14000892,Redditch,14864.27,14864.27,0,,14864.27,14864.27,0,,0,0,0,,14864.27,14864.27,0,
E14000893,Reigate,11182.89,11182.89,0,,11182.89,11182.89,0,,0,0,0,,11182.89,11182.89,0,
E14000894,Ribble Valley,63276.02,63275.11,0.91,,63262.97,63262.07,0.9,,128,128.58,-0.58,,63134.39,63133.49,0.9,
E14000895,Richmond (Yorks),207778.37,207778.82,-0.45,,207778.37,207778.82,-0.45,,0,0,0,,207778.37,207778.82,-0.45,
E14000896,Richmond Park,3815.54,3815.54,0,,3712.63,3712.63,0,,0,0,0,,3712.63,3712.63,0,
E14000897,Rochdale,8555.58,8555.59,-0.01,,8555.58,8555.59,-0.01,,0,0,0,,8555.58,8555.59,-0.01,
E14000898,Rochester and Strood,21270.94,21270.94,0,,14891.66,14891.66,0,,0,0,0,,14891.66,14891.66,0,
E14000899,Rochford and Southend East,20178.5,20181.55,-3.05,,9297.04,9297.04,0,,0,0,0,,9297.04,9297.04,0,
E14000900,Romford,2939.85,2939.85,0,,2939.85,2939.85,0,,0,0,0,,2939.85,2939.85,0,
E14000901,Romsey and Southampton North,42043.54,42044.56,-1.02,,42038.53,42039.56,-1.03,,0,0,0,,42038.53,42039.56,-1.03,
E14000902,Rossendale and Darwen,21745.28,21745.28,0,,21745.28,21745.28,0,,0,0,0,,21745.28,21745.28,0,
E14000903,Rother Valley,16675.32,16675.32,0,,16675.32,16675.32,0,,0,0,0,,16675.32,16675.32,0,
E14000904,Rotherham,4509.37,4509.37,0,,4509.37,4509.37,0,,0,0,0,,4509.37,4509.37,0,
E14000905,Rugby,24657.36,24657.36,0,,24657.36,24657.36,0,,0,0,0,,24657.36,24657.36,0,
E14000906,"Ruislip, Northwood and Pinner",4951.28,4951.29,-0.01,,4951.28,4951.29,-0.01,,0,0,0,,4951.28,4951.29,-0.01,
E14000907,Runnymede and Weybridge,9382.74,9382.74,0,,9382.74,9382.74,0,,0,0,0,,9382.74,9382.74,0,
E14000908,Rushcliffe,30931.3,30931.3,0,,30931.3,30931.3,0,,0,0,0,,30931.3,30931.3,0,
E14000909,Rutland and Melton,111767.55,111767.55,0,,111767.55,111767.55,0,,1281,1281.33,-0.33,,110486.22,110486.22,0,
E14000910,Saffron Walden,79542.77,79542.77,0,,79542.77,79542.77,0,,0,0,0,,79542.77,79542.77,0,
E14000911,Salford and Eccles,3173.22,3173.22,0,,3173.22,3173.22,0,,0,0,0,,3173.22,3173.22,0,
E14000912,Salisbury,61260.32,61260.32,0,,61260.32,61260.32,0,,0,0,0,,61260.32,61260.32,0,
E14000913,Scarborough and Whitby,74599.81,74605.33,-5.52,,73825.22,73830.74,-5.52,,0,0,0,,73825.22,73830.74,-5.52,
E14000914,Scunthorpe,18266.23,18266.23,0,,18241.78,18241.78,0,,0,0,0,,18241.78,18241.78,0,
E14000915,Sedgefield,36684.62,36683.59,1.03,,36684.62,36683.59,1.03,,0,0,0,,36684.62,36683.59,1.03,
E14000916,Sefton Central,9701.6,9697.71,3.89,,8407.69,8407.67,0.02,,0,0,0,,8407.69,8407.67,0.02,
E14000917,Selby and Ainsty,84777.36,84777.83,-0.47,,84486.12,84486.59,-0.47,,0,0,0,,84486.12,84486.59,-0.47,
E14000918,Sevenoaks,24961.22,24961.22,0,,24961.22,24961.22,0,,1,1.51,-0.51,,24959.71,24959.71,-3.63798E-12,
E14000919,Sheffield Central,2016.25,2016.25,0,,2016.25,2016.25,0,,0,0,0,,2016.25,2016.25,0,
E14000920,Sheffield South East,4433.6,4433.6,0,,4433.6,4433.6,0,,0,0,0,,4433.6,4433.6,0,
E14000921,"Sheffield, Brightside and Hillsborough",2737.9,2737.9,0,,2737.9,2737.9,0,,0,0,0,,2737.9,2737.9,0,
E14000922,"Sheffield, Hallam",13528.39,13528.39,0,,13528.39,13528.39,0,,0,0,0,,13528.39,13528.39,0,
E14000923,"Sheffield, Heeley",2523.8,2523.8,0,,2523.8,2523.8,0,,0,0,0,,2523.8,2523.8,0,
E14000924,Sherwood,30723.32,30723.32,0,,30723.32,30723.32,0,,0,0,0,,30723.32,30723.32,0,
E14000925,Shipley,9502.07,9502.11,-0.04,,9502.07,9502.11,-0.04,,0,0,0,,9502.07,9502.11,-0.04,
E14000926,Shrewsbury and Atcham,60164.48,60164.48,0,,60164.48,60164.48,0,,0,0,0,,60164.48,60164.48,0,
E14000927,Sittingbourne and Sheppey,28420.22,28420.58,-0.36,,23829.25,23829.25,0,,0,0,0,,23829.25,23829.25,0,
E14000928,Skipton and Ripon,209423.77,209422.8,0.97,,209423.77,209422.8,0.97,,259,259.98,-0.98,,209163.79,209162.82,0.97,
E14000929,Sleaford and North Hykeham,112237.14,112237.14,0,,112237.14,112237.14,0,,0,0,0,,112237.14,112237.14,0,
E14000930,Slough,2691.65,2691.65,0,,2691.65,2691.65,0,,0,0,0,,2691.65,2691.65,0,
E14000931,Solihull,3271.85,3271.85,0,,3271.85,3271.85,0,,0,0,0,,3271.85,3271.85,0,
E14000932,Somerton and Frome,95083.66,95083.66,0,,95081.87,95081.87,0,,0,0,0,,95081.87,95081.87,0,
E14000933,South Basildon and East Thurrock,14580.36,14582.45,-2.09,,13174.26,13174.26,0,,0,0,0,,13174.26,13174.26,0,
E14000934,South Cambridgeshire,62916.48,62916.36,0.12,,62916.48,62916.36,0.12,,0,0,0,,62916.48,62916.36,0.12,
E14000935,South Derbyshire,33812.7,33812.7,0,,33812.7,33812.7,0,,0,0,0,,33812.7,33812.7,0,
E14000936,South Dorset,39134.77,39108.36,26.41,Change in Foreshore,37099.2,37099.2,0,,0,0,0,,37099.2,37099.2,0,
E14000937,South East Cambridgeshire,75064.34,75064.34,0,,75057.4,75057.4,0,,0,0,0,,75057.4,75057.4,0,
E14000938,South East Cornwall,73824.68,73809.65,15.03,Change in Foreshore,71926.79,71926.65,0.14,,350,350.55,-0.55,,71576.24,71576.1,0.14,
E14000939,South Holland and The Deepings,84427.25,84427.25,0,,77884.49,77884.49,0,,0,0,0,,77884.49,77884.49,0,
E14000940,South Leicestershire,28451.51,28451.51,0,,28451.51,28451.51,0,,0,0,0,,28451.51,28451.51,0,
E14000941,South Norfolk,79247.31,79247.31,0,,79114.32,79114.32,0,,0,0,0,,79114.32,79114.32,0,
E14000942,South Northamptonshire,61033.2,61033.2,0,,61033.2,61033.2,0,,0,0,0,,61033.2,61033.2,0,
E14000943,South Ribble,23305.22,23263.95,41.27,Change in Foreshore,19682.35,19682.35,0,,0,0,0,,19682.35,19682.35,0,
E14000944,South Shields,2615.19,2615.14,0.05,,2460.54,2460.49,0.05,,0,0,0,,2460.54,2460.49,0.05,
E14000945,South Staffordshire,27376.19,27376.19,0,,27376.19,27376.19,0,,0,0,0,,27376.19,27376.19,0,
E14000946,South Suffolk,66907.08,66903.49,3.59,,65254.73,65254.73,0,,139,139.25,-0.25,,65115.48,65115.48,0,
E14000947,South Swindon,12376.88,12376.88,0,,12376.88,12376.88,0,,0,0,0,,12376.88,12376.88,0,
E14000948,South Thanet,13757.32,13757.32,0,,12809.91,12809.91,0,,0,0,0,,12809.91,12809.91,0,
E14000949,South West Bedfordshire,12660.7,12660.7,0,,12660.7,12660.7,0,,0,0,0,,12660.7,12660.7,0,
E14000950,South West Devon,37854.81,37855.16,-0.35,,37059.69,37059.63,0.06,,0,0,0,,37059.69,37059.63,0.06,
E14000951,South West Hertfordshire,17384.38,17384.38,0,,17384.38,17384.38,0,,0,0,0,,17384.38,17384.38,0,
E14000952,South West Norfolk,131266.91,131266.91,0,,131075.01,131075.01,0,,0,0,0,,131075.01,131075.01,0,
E14000953,South West Surrey,25630.73,25630.73,0,,25630.73,25630.73,0,,0,0,0,,25630.73,25630.73,0,
E14000954,South West Wiltshire,73744.4,73744.4,0,,73744.4,73744.4,0,,0,0,0,,73744.4,73744.4,0,
E14000955,"Southampton, Itchen",2534.17,2534.17,0,,2034.89,2034.89,0,,0,0,0,,2034.89,2034.89,0,
E14000956,"Southampton, Test",2351.28,2351.28,0,,2202.45,2202.45,0,,0,0,0,,2202.45,2202.45,0,
E14000957,Southend West,2396.07,2406.09,-10.02,Change in Foreshore,1958.99,1958.99,0,,0,0,0,,1958.99,1958.99,0,
E14000958,Southport,7761.22,7761.22,0,,4665.78,4665.78,0,,0,0,0,,4665.78,4665.78,0,
E14000959,Spelthorne,5116.14,5116.14,0,,5116.14,5116.14,0,,627,627.34,-0.34,,4488.8,4488.8,0,
E14000960,St Albans,6723.03,6723.03,0,,6723.03,6723.03,0,,0,0,0,,6723.03,6723.03,0,
E14000961,St Austell and Newquay,40256.26,40254.84,1.42,,39665.58,39665.64,-0.06,,0,0,0,,39665.58,39665.64,-0.06,
E14000962,St Helens North,8380.59,8380.59,0,,8380.59,8380.59,0,,0,0,0,,8380.59,8380.59,0,
E14000963,St Helens South and Whiston,6413.52,6413.52,0,,6413.52,6413.52,0,,0,0,0,,6413.52,6413.52,0,
E14000964,St Ives,54497.01,54496.41,0.6,,53021.8,53022.13,-0.33,,0,0,0,,53021.8,53022.13,-0.33,
