PCON21CD,PCON21NM,SAM_WPC_DEC_2020_UK_AREAEHECT,SAM_PCON_DEC_2021_UK_AREAEHECT,EOTR_Diff,Reason,SAM_WPC_DEC_2020_UK_AREACHECT,SAM_PCON_DEC_2021_UK_AREACHECT,CtoC_Diff,Reason,SAM_WPC_DEC_2020_UK_AREAIHECT,SAM_PCON_DEC_2021_UK_AREAIHECT,ILW_Diff,Reason,SAM_WPC_DEC_2020_UK_AREALHECT,SAM_PCON_DEC_2021_UK_AREALHECT,LC_Diff,Reason
E14000965,Stafford,29100.84,29100.84,0,,29100.84,29100.84,0,,0,0,0,,29100.84,29100.84,0,
E14000966,Staffordshire Moorlands,51347.48,51347.48,0,,51347.48,51347.48,0,,0,0,0,,51347.48,51347.48,0,
E14000967,Stalybridge and Hyde,6322.93,6323.08,-0.15,,6322.93,6323.08,-0.15,,0,0,0,,6322.93,6323.08,-0.15,
E14000968,Stevenage,6340.68,6340.68,0,,6340.68,6340.68,0,,0,0,0,,6340.68,6340.68,0,
E14000969,Stockport,2191.44,2191.61,-0.17,,2191.44,2191.61,-0.17,,0,0,0,,2191.44,2191.61,-0.17,
E14000970,Stockton North,12539.63,12539.63,0,,12062.48,12062.48,0,,0,0,0,,12062.48,12062.48,0,
E14000971,Stockton South,8433.45,8433.45,0,,8430.81,8430.81,0,,0,0,0,,8430.81,8430.81,0,
E14000972,Stoke-on-Trent Central,3027.23,3027.23,0,,3027.23,3027.23,0,,0,0,0,,3027.23,3027.23,0,
E14000973,Stoke-on-Trent North,4219.18,4219.18,0,,4219.18,4219.18,0,,0,0,0,,4219.18,4219.18,0,
E14000974,Stoke-on-Trent South,3284.95,3284.95,0,,3284.95,3284.95,0,,0,0,0,,3284.95,3284.95,0,
E14000975,Stone,62108.3,62108.3,0,,62108.3,62108.3,0,,0,0,0,,62108.3,62108.3,0,
E14000976,Stourbridge,2740.68,2740.68,0,,2740.68,2740.68,0,,0,0,0,,2740.68,2740.68,0,
E14000977,Stratford-on-Avon,67071.47,67071.47,0,,67071.47,67071.47,0,,0,0,0,,67071.47,67071.47,0,
E14000978,Streatham,1044.44,1044.44,0,,1044.44,1044.44,0,,0,0,0,,1044.44,1044.44,0,
E14000979,Stretford and Urmston,4680.61,4680.61,0,,4680.61,4680.61,0,,0,0,0,,4680.61,4680.61,0,
E14000980,Stroud,40021.34,40020.9,0.44,,38532.31,38532.31,0,,0,0,0,,38532.31,38532.31,0,
E14000981,Suffolk Coastal,78281.14,78288.15,-7.01,,75314.69,75314.69,0,,0,0,0,,75314.69,75314.69,0,
E14000982,Sunderland Central,3063.13,3063.13,0,,2901.71,2901.71,0,,0,0,0,,2901.71,2901.71,0,
E14000983,Surrey Heath,10812.38,10812.38,0,,10812.38,10812.38,0,,0,0,0,,10812.38,10812.38,0,
E14000984,Sutton and Cheam,1834.97,1835.13,-0.16,,1834.97,1835.13,-0.16,,0,0,0,,1834.97,1835.13,-0.16,
E14000985,Sutton Coldfield,5763.67,5763.67,0,,5763.67,5763.67,0,,0,0,0,,5763.67,5763.67,0,
E14000986,Tamworth,17969.02,17969.02,0,,17969.02,17969.02,0,,0,0,0,,17969.02,17969.02,0,
E14000987,Tatton,33048.27,33048.27,0,,33048.27,33048.27,0,,0,0,0,,33048.27,33048.27,0,
E14000988,Taunton Deane,46250.28,46249.64,0.64,,46236.71,46236.07,0.64,,0,0,0,,46236.71,46236.07,0.64,
E14000989,Telford,5052.53,5052.53,0,,5052.53,5052.53,0,,0,0,0,,5052.53,5052.53,0,
E14000990,Tewkesbury,36879.29,36879.29,0,,36879.29,36879.29,0,,0,0,0,,36879.29,36879.29,0,
E14000991,The Cotswolds,123974.33,123974.33,0,,123974.33,123974.33,0,,0,0,0,,123974.33,123974.33,0,
E14000992,The Wrekin,34528.73,34528.73,0,,34528.73,34528.73,0,,0,0,0,,34528.73,34528.73,0,
E14000993,Thirsk and Malton,213825.24,213820.6,4.64,,213668.17,213663.53,4.64,,0,0,0,,213668.17,213663.53,4.64,
E14000994,Thornbury and Yate,39699.07,39699.07,0,,37322.16,37322.16,0,,0,0,0,,37322.16,37322.16,0,
E14000995,Thurrock,7498.09,7498.09,0,,6802.56,6802.56,0,,0,0,0,,6802.56,6802.56,0,
E14000996,Tiverton and Honiton,90465.65,90464.71,0.94,,90343.68,90342.73,0.95,,0,0,0,,90343.68,90342.73,0.95,
E14000997,Tonbridge and Malling,30065.61,30065.61,0,,30065.61,30065.61,0,,110,110.11,-0.11,,29955.5,29955.5,0,
E14000998,Tooting,1123.64,1123.64,0,,1123.64,1123.64,0,,0,0,0,,1123.64,1123.64,0,
E14000999,Torbay,9207.62,9206.19,1.43,,3576.22,3576.22,0,,0,0,0,,3576.22,3576.22,0,
E14001000,Torridge and West Devon,171633.47,171643.56,-10.09,,170281.44,170278.74,2.7,,289,289.82,-0.82,,169991.62,169988.92,2.7,
E14001001,Totnes,58138.92,58131.38,7.54,,56915.99,56916.39,-0.4,,0,0,0,,56915.99,56916.39,-0.4,
E14001002,Tottenham,1315.35,1315.35,0,,1315.35,1315.35,0,,0,0,0,,1315.35,1315.35,0,
E14001003,Truro and Falmouth,45554.49,45556.8,-2.31,,44457.11,44457.4,-0.29,,0,0,0,,44457.11,44457.4,-0.29,
E14001004,Tunbridge Wells,24806.94,24806.94,0,,24806.94,24806.94,0,,0,0,0,,24806.94,24806.94,0,
E14001005,Twickenham,2948.22,2948.22,0,,2915.76,2915.76,0,,0,0,0,,2915.76,2915.76,0,
E14001006,Tynemouth,3942.12,3941.9,0.22,,3816.84,3816.63,0.21,,0,0,0,,3816.84,3816.63,0.21,
E14001007,Uxbridge and South Ruislip,3005.83,3005.74,0.09,,3005.83,3005.74,0.09,,0,0,0,,3005.83,3005.74,0.09,
E14001008,Vauxhall,900.71,900.71,0,,857.66,857.66,0,,0,0,0,,857.66,857.66,0,
E14001009,Wakefield,7784.69,7784.69,0,,7784.69,7784.69,0,,0,0,0,,7784.69,7784.69,0,
E14001010,Wallasey,3660.18,3660.18,0,,2328.58,2328.58,0,,0,0,0,,2328.58,2328.58,0,
E14001011,Walsall North,2691.31,2691.31,0,,2691.31,2691.31,0,,0,0,0,,2691.31,2691.31,0,
E14001012,Walsall South,3304.39,3304.39,0,,3304.39,3304.39,0,,0,0,0,,3304.39,3304.39,0,
E14001013,Walthamstow,1618.09,1618.09,0,,1618.09,1618.09,0,,0,0,0,,1618.09,1618.09,0,
E14001014,Wansbeck,13932.51,13933.73,-1.22,,13679.7,13680.54,-0.84,,0,0,0,,13679.7,13680.54,-0.84,
E14001015,Wantage,58446.02,58445.55,0.47,,58446.02,58445.55,0.47,,0,0,0,,58446.02,58445.55,0.47,
E14001016,Warley,1935.93,1935.93,0,,1935.93,1935.93,0,,0,0,0,,1935.93,1935.93,0,
E14001017,Warrington North,9143.88,9143.88,0,,9141.67,9141.67,0,,0,0,0,,9141.67,9141.67,0,
E14001018,Warrington South,9094.48,9094.48,0,,8921.13,8921.13,0,,0,0,0,,8921.13,8921.13,0,
E14001019,Warwick and Leamington,9017.48,9017.48,0,,9017.48,9017.48,0,,0,0,0,,9017.48,9017.48,0,
E14001020,Washington and Sunderland West,4305.17,4305.17,0,,4260.42,4260.42,0,,0,0,0,,4260.42,4260.42,0,
E14001021,Watford,3697.52,3697.52,0,,3697.52,3697.52,0,,0,0,0,,3697.52,3697.52,0,
E14001022,Waveney,25168.11,25168.11,0,,24756.92,24756.92,0,,0,0,0,,24756.92,24756.92,0,
E14001023,Wealden,57102.42,57102.42,0,,57102.42,57102.42,0,,182,182.26,-0.26,,56920.16,56920.16,7.27596E-12,
E14001024,Weaver Vale,16928.76,16928.76,0,,16616.89,16616.89,0,,0,0,0,,16616.89,16616.89,0,
E14001025,Wellingborough,16548.09,16548.08,0.01,,16548.09,16548.08,0.01,,0,0,0,,16548.09,16548.08,0.01,
E14001026,Wells,57498.02,57498.02,0,,55597.34,55597.34,0,,0,0,0,,55597.34,55597.34,0,
E14001027,Welwyn Hatfield,11411.3,11411.3,0,,11411.3,11411.3,0,,0,0,0,,11411.3,11411.3,0,
E14001028,Wentworth and Dearne,9029.5,9029.5,0,,9029.5,9029.5,0,,0,0,0,,9029.5,9029.5,0,
E14001029,West Bromwich East,2782.79,2782.79,0,,2782.79,2782.79,0,,0,0,0,,2782.79,2782.79,0,
E14001030,West Bromwich West,2749.2,2749.2,0,,2749.2,2749.2,0,,0,0,0,,2749.2,2749.2,0,
E14001031,West Dorset,103828.78,103828.78,0,,103300.02,103300.02,0,,0,0,0,,103300.02,103300.02,0,
E14001032,West Ham,1758.22,1758.12,0.1,,1734.29,1734.19,0.1,,0,0,0,,1734.29,1734.19,0.1,
E14001033,West Lancashire,26235.59,26235.59,0,,26235.13,26235.13,0,,0,0,0,,26235.13,26235.13,0,
E14001034,West Suffolk,81829.88,81829.88,0,,81829.88,81829.88,0,,0,0,0,,81829.88,81829.88,0,
E14001035,West Worcestershire,70528.89,70528.89,0,,70528.89,70528.89,0,,0,0,0,,70528.89,70528.89,0,
E14001036,Westminster North,798.95,798.95,0,,798.95,798.95,0,,0,0,0,,798.95,798.95,0,
E14001037,Westmorland and Lonsdale,147768.07,147775.58,-7.51,,135149.82,135150.07,-0.25,,1946,1946.09,-0.09,,133203.73,133203.98,-0.25,
E14001038,Weston-Super-Mare,15870.64,15870.64,0,,14639.21,14639.21,0,,73,73.63,-0.63,,14565.58,14565.58,0,
E14001039,Wigan,6050.9,6050.9,0,,6050.9,6050.9,0,,0,0,0,,6050.9,6050.9,0,
E14001040,Wimbledon,2118.09,2118.09,0,,2118.09,2118.09,0,,0,0,0,,2118.09,2118.09,0,
E14001041,Winchester,32490.9,32489.51,1.39,,32490.9,32489.51,1.39,,0,0,0,,32490.9,32489.51,1.39,
E14001042,Windsor,14829.87,14829.87,0,,14829.87,14829.87,0,,192,192.55,-0.55,,14637.32,14637.32,-1.81899E-12,
E14001043,Wirral South,8820.34,8820.34,0,,6437.46,6437.46,0,,0,0,0,,6437.46,6437.46,0,
E14001044,Wirral West,10043.77,10063.53,-19.76,Change in Foreshore,4814.05,4814.05,0,,0,0,0,,4814.05,4814.05,0,
E14001045,Witham,38535.05,38535.05,0,,37217.5,37217.5,0,,231,231.34,-0.34,,36986.16,36986.16,0,
E14001046,Witney,71442.2,71442.2,0,,71442.2,71442.2,0,,0,0,0,,71442.2,71442.2,0,
E14001047,Woking,9899.39,9899.39,0,,9899.39,9899.39,0,,0,0,0,,9899.39,9899.39,0,
E14001048,Wokingham,15610.22,15610.77,-0.55,,15610.22,15610.77,-0.55,,0,0,0,,15610.22,15610.77,-0.55,
E14001049,Wolverhampton North East,2475.91,2475.91,0,,2475.91,2475.91,0,,0,0,0,,2475.91,2475.91,0,
E14001050,Wolverhampton South East,2475.59,2475.59,0,,2475.59,2475.59,0,,0,0,0,,2475.59,2475.59,0,
E14001051,Wolverhampton South West,2314.07,2314.07,0,,2314.07,2314.07,0,,0,0,0,,2314.07,2314.07,0,
E14001052,Worcester,3327.81,3327.81,0,,3327.81,3327.81,0,,0,0,0,,3327.81,3327.81,0,
E14001053,Workington,73724.54,73847.66,-123.12,Change in Foreshore,67621.57,67621.82,-0.25,,261,261.95,-0.95,,67359.62,67359.87,-0.25,
E14001054,Worsley and Eccles South,5965.76,5965.76,0,,5965.76,5965.76,0,,0,0,0,,5965.76,5965.76,0,
E14001055,Worthing West,3194.61,3194.61,0,,3045.56,3045.56,0,,0,0,0,,3045.56,3045.56,0,
E14001056,Wycombe,13994.26,13992.27,1.99,,13994.26,13992.27,1.99,,0,0,0,,13994.26,13992.27,1.99,
E14001057,Wyre and Preston North,26945.71,26946.65,-0.94,,26622.19,26622.14,0.05,,0,0,0,,26622.19,26622.14,0.05,
E14001058,Wyre Forest,19540.37,19540.37,0,,19540.37,19540.37,0,,0,0,0,,19540.37,19540.37,0,
E14001059,Wythenshawe and Sale East,3654.47,3654.47,0,,3654.47,3654.47,0,,0,0,0,,3654.47,3654.47,0,
E14001060,Yeovil,40100.78,40102.06,-1.28,,40100.78,40102.06,-1.28,,0,0,0,,40100.78,40102.06,-1.28,
E14001061,York Central,2348.35,2348.07,0.28,,2348.35,2348.07,0.28,,0,0,0,,2348.35,2348.07,0.28,
E14001062,York Outer,24853.13,24852.87,0.26,,24845.35,24845.08,0.27,,0,0,0,,24845.35,24845.08,0.27,
N06000001,Belfast East,5531.07,5531.07,0,,5531.07,5531.07,0,,0,0,0,,5531.07,5531.07,0,
N06000002,Belfast North,5033.66,5033.66,0,,5033.66,5033.66,0,,0,0,0,,5033.66,5033.66,0,
N06000003,Belfast South,4484.57,4484.57,0,,4484.57,4484.57,0,,0,0,0,,4484.57,4484.57,0,
N06000004,Belfast West,4516.8,4516.8,0,,4516.8,4516.8,0,,0,0,0,,4516.8,4516.8,0,
N06000005,East Antrim,59324.77,59324.77,0,,59324.77,59324.77,0,,0,0,0,,59324.77,59324.77,0,
N06000006,East Londonderry,127712.49,127712.49,0,,127712.49,127712.49,0,,0,0,0,,127712.49,127712.49,0,
N06000007,Fermanagh and South Tyrone,251171.02,251171.02,0,,251171.02,251171.02,0,,14792,14792.81,-0.81,,236378.21,236378.21,0,
N06000008,Foyle,18400.2,18400.2,0,,18400.2,18400.2,0,,0,0,0,,18400.2,18400.2,0,
N06000009,Lagan Valley,46809.64,46809.64,0,,46809.64,46809.64,0,,46,46.83,-0.83,,46762.81,46762.81,0,
N06000010,Mid Ulster,135036.55,135036.55,0,,135036.55,135036.55,0,,12786,12786.4,-0.4,,122250.15,122250.15,0,
N06000011,Newry and Armagh,108277.89,108277.89,0,,108277.89,108277.89,0,,0,0,0,,108277.89,108277.89,0,
N06000012,North Antrim,138731.36,138731.36,0,,138731.36,138731.36,0,,192,192.12,-0.12,,138539.24,138539.24,0,
N06000013,North Down,11544.4,11544.4,0,,11544.4,11544.4,0,,0,0,0,,11544.4,11544.4,0,
N06000014,South Antrim,78555.56,78555.56,0,,78555.56,78555.56,0,,15998,15998.11,-0.11,,62557.45,62557.45,0,
N06000015,South Down,125036,125036,0,,125036,125036,0,,0,0,0,,125036,125036,0,
N06000016,Strangford,65524.83,65524.83,0,,65524.83,65524.83,0,,0,0,0,,65524.83,65524.83,0,
N06000017,Upper Bann,48012.66,48012.66,0,,48012.66,48012.66,0,,9849,9849.59,-0.59,,38163.07,38163.07,-7.27596E-12,
N06000018,West Tyrone,199621.49,199621.49,0,,199621.49,199621.49,0,,0,0,0,,199621.49,199621.49,0,
S14000001,Aberdeen North,5690.55,5690.55,0,,4740.64,4738.03,2.61,,0,0,0,,4740.64,4738.03,2.61,
S14000002,Aberdeen South,9248.56,9246.74,1.82,,8230.87,8229.06,1.81,,0,0,0,,8230.87,8229.06,1.81,
S14000003,Airdrie and Shotts,22943.83,22943.83,0,,22943.83,22943.83,0,,134,134.05,-0.05,,22809.78,22809.78,-3.63798E-12,
S14000004,Angus,198753.73,198753.73,0,,197341.13,197341.13,0,,353,353.08,-0.08,,196988.05,196988.05,-2.91038E-11,
S14000005,Argyll and Bute,716508.08,716606.21,-98.13,Change in Foreshore,700597.08,700585.41,11.67,,9903,9903.11,-0.11,,690693.97,690682.3,11.67,
S14000006,"Ayr, Carrick and Cumnock",163598.08,163598.08,0,,162871.72,162871.72,0,,1035,1035.53,-0.53,,161836.19,161836.19,0,
S14000007,Banff and Buchan,160022.35,160019.63,2.72,,158987.71,158987.69,0.02,,203,203.26,-0.26,,158784.45,158784.43,0.02,
S14000008,"Berwickshire, Roxburgh and Selkirk",384264.2,384262.25,1.95,,383911.54,383909.93,1.61,,500,500.43,-0.43,,383411.11,383409.5,1.61,
S14000009,"Caithness, Sutherland and Easter Ross",875238.64,875223.78,14.86,Change in Foreshore,862615.05,862614.47,0.58,,12441,12441.38,-0.38,,850173.67,850173.09,0.58,
S14000010,Central Ayrshire,23739.13,23739.13,0,,23252.22,23252.22,0,,0,0,0,,23252.22,23252.22,0,
S14000011,"Coatbridge, Chryston and Bellshill",8343.79,8343.79,0,,8343.79,8343.79,0,,0,0,0,,8343.79,8343.79,0,
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",19055.44,19055.44,0,,19055.44,19055.44,0,,96,96.64,-0.64,,18958.8,18958.8,0,
S14000013,Dumfries and Galloway,415034.04,415071.54,-37.5,Change in Foreshore,399499.6,399499.6,0,,1073,1073.25,-0.25,,398426.35,398426.35,0,
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",437521.53,437520.21,1.32,,429223.08,429223.3,-0.22,,439,439.89,-0.89,,428783.19,428783.41,-0.22,
S14000015,Dundee East,15734.29,15734.29,0,,15286.79,15286.79,0,,0,0,0,,15286.79,15286.79,0,
S14000016,Dundee West,11997.83,11997.83,0,,11850.45,11850.45,0,,0,0,0,,11850.45,11850.45,0,
S14000017,Dunfermline and West Fife,24002.76,24002.76,0,,22865.82,22865.82,0,,0,0,0,,22865.82,22865.82,0,
S14000018,East Dunbartonshire,8521.36,8521.36,0,,8521.36,8521.36,0,,0,0,0,,8521.36,8521.36,0,
S14000019,"East Kilbride, Strathaven and Lesmahagow",40838.68,40837.72,0.96,,40838.68,40837.72,0.96,,0,0,0,,40838.68,40837.72,0.96,
S14000020,East Lothian,70094.44,69948.1,146.34,Change in Foreshore,67924.09,67924.09,0,,0,0,0,,67924.09,67924.09,0,
S14000021,East Renfrewshire,17424.95,17424.95,0,,17424.95,17424.95,0,,0,0,0,,17424.95,17424.95,0,
S14000022,Edinburgh East,2662.03,2662.03,0,,2582.23,2582.23,0,,0,0,0,,2582.23,2582.23,0,
S14000023,Edinburgh North and Leith,2108.84,2108.84,0,,2009.7,2009.7,0,,0,0,0,,2009.7,2009.7,0,
S14000024,Edinburgh South,2864.94,2864.94,0,,2864.94,2864.94,0,,0,0,0,,2864.94,2864.94,0,
S14000025,Edinburgh South West,9036.09,9036.09,0,,9036.09,9036.09,0,,0,0,0,,9036.09,9036.09,0,
S14000026,Edinburgh West,10616.4,10616.4,0,,9846.1,9846.1,0,,0,0,0,,9846.1,9846.1,0,
S14000027,Na h-Eileanan an Iar,326839.97,327020.74,-180.77,Change in Foreshore,309688.02,309661.47,26.55,Change in Foreshore,4107,4107.83,-0.83,,305580.19,305553.64,26.55,Change in Foreshore
S14000028,Falkirk,18106.24,18106.24,0,,17450.46,17450.46,0,,0,0,0,,17450.46,17450.46,0,
S14000029,Glasgow Central,2107.86,2107.86,0,,2030.81,2030.81,0,,0,0,0,,2030.81,2030.81,0,
S14000030,Glasgow East,3872.05,3872.05,0,,3868.28,3868.28,0,,0,0,0,,3868.28,3868.28,0,
S14000031,Glasgow North,1685.78,1685.78,0,,1685.33,1685.33,0,,0,0,0,,1685.33,1685.33,0,
S14000032,Glasgow North East,2774.12,2774.12,0,,2774.12,2774.12,0,,0,0,0,,2774.12,2774.12,0,
S14000033,Glasgow North West,1856.06,1856.06,0,,1805.91,1805.91,0,,0,0,0,,1805.91,1805.91,0,
S14000034,Glasgow South,2672.39,2672.39,0,,2672.39,2672.39,0,,0,0,0,,2672.39,2672.39,0,
S14000035,Glasgow South West,2673.75,2673.75,0,,2631.7,2631.7,0,,0,0,0,,2631.7,2631.7,0,
S14000036,Glenrothes,17779.18,17779.18,0,,17707.6,17707.6,0,,0,0,0,,17707.6,17707.6,0,
S14000037,Gordon,152278.2,152279.01,-0.81,,151693.65,151693.65,0,,0,0,0,,151693.65,151693.65,0,
S14000038,Inverclyde,17362.47,17362.47,0,,16194.89,16194.89,0,,151,151.02,-0.02,,16043.87,16043.87,1.81899E-12,
S14000039,"Inverness, Nairn, Badenoch and Strathspey",495335.35,495335.35,0,,492804.25,492804.25,0,,10357,10357.38,-0.38,,482446.87,482446.87,0,
S14000040,Kilmarnock and Loudoun,70180.76,70180.76,0,,70180.76,70180.76,0,,0,0,0,,70180.76,70180.76,0,
S14000041,Kirkcaldy and Cowdenbeath,15380.59,15379.53,1.06,,14848.41,14848.41,0,,0,0,0,,14848.41,14848.41,0,
S14000042,Lanark and Hamilton East,36352.46,36353.42,-0.96,,36352.46,36353.42,-0.96,,0,0,0,,36352.46,36353.42,-0.96,
S14000043,Linlithgow and East Falkirk,29398.54,29398.54,0,,27993.62,27993.62,0,,0,0,0,,27993.62,27993.62,0,
S14000044,Livingston,27145.97,27145.97,0,,27145.97,27145.97,0,,103,103.02,-0.02,,27042.95,27042.95,0,
S14000045,Midlothian,35527.16,35527.16,0,,35527.16,35527.16,0,,158,158.97,-0.97,,35368.19,35368.19,0,
S14000046,Moray,225763.07,225763.07,0,,223755.42,223755.42,0,,0,0,0,,223755.42,223755.42,0,
S14000047,Motherwell and Wishaw,5808.97,5808.97,0,,5808.97,5808.97,0,,0,0,0,,5808.97,5808.97,0,
S14000048,North Ayrshire and Arran,83366.82,83369.06,-2.24,,81694.92,81694.92,0,,0,0,0,,81694.92,81694.92,0,
S14000049,North East Fife,80050.52,80080.32,-29.8,Change in Foreshore,77096.15,77096.15,0,,0,0,0,,77096.15,77096.15,0,
S14000050,Ochil and South Perthshire,172127.19,172123.84,3.35,,171225.08,171225.08,0,,2298,2298.48,-0.48,,168926.6,168926.6,2.91038E-11,
S14000051,Orkney and Shetland,274377.56,274386.11,-8.55,,248358.34,248355.06,3.28,,2558,2558.37,-0.37,,245799.97,245796.69,3.28,
S14000052,Paisley and Renfrewshire North,13117.66,13117.66,0,,12342.47,12342.47,0,,0,0,0,,12342.47,12342.47,0,
S14000053,Paisley and Renfrewshire South,13806.3,13806.3,0,,13806.3,13806.3,0,,0,0,0,,13806.3,13806.3,0,
S14000054,Perth and North Perthshire,386401.39,386404.73,-3.34,,383071.56,383071.56,0,,7518,7518.15,-0.15,,375553.41,375553.41,0,
S14000055,"Ross, Skye and Lochaber",1276819.35,1276839.95,-20.6,Change in Foreshore,1260463.3,1260455.75,7.55,,27766,27766.49,-0.49,,1232696.81,1232689.26,7.55,
S14000056,Rutherglen and Hamilton West,5151.24,5151.24,0,,5138.72,5138.72,0,,0,0,0,,5138.72,5138.72,0,
S14000057,Stirling,225481.26,225481.26,0,,225253.34,225253.34,0,,6637,6637.6,-0.6,,218615.74,218615.74,0,
S14000058,West Aberdeenshire and Kincardine,327186.85,327188.67,-1.82,,326707.5,326709.32,-1.82,,334,334.57,-0.57,,326372.93,326374.75,-1.82,
S14000059,West Dunbartonshire,18278.3,18278.3,0,,17732.03,17732.03,0,,1855,1855.47,-0.47,,15876.56,15876.56,0,
W07000041,Ynys Môn,74789.54,74781.17,8.37,,71521.26,71521.26,0,,314,314.74,-0.74,,71206.52,71206.52,1.45519E-11,
W07000042,Delyn,33264.35,33264.35,0,,28461.3,28461.3,0,,0,0,0,,28461.3,28461.3,0,
W07000043,Alyn and Deeside,15685.74,15685.74,0,,15521.73,15521.73,0,,0,0,0,,15521.73,15521.73,0,
W07000044,Wrexham,10316.62,10316.62,0,,10316.62,10316.62,0,,0,0,0,,10316.62,10316.62,0,
W07000045,Llanelli,27667.6,27667.6,0,,23497.21,23497.21,0,,0,0,0,,23497.21,23497.21,0,
W07000046,Gower,33320.27,33320.27,0,,29614.48,29614.48,0,,0,0,0,,29614.48,29614.48,0,
W07000047,Swansea West,3691.45,3691.45,0,,3272.43,3272.43,0,,0,0,0,,3272.43,3272.43,0,
W07000048,Swansea East,4998.82,4994.95,3.87,,4874.57,4874.57,0,,0,0,0,,4874.57,4874.57,0,
W07000049,Aberavon,18655.76,18652.98,2.78,,17730.58,17730.58,0,,102,102.8,-0.8,,17627.78,17627.78,-3.63798E-12,
W07000050,Cardiff Central,1683.94,1683.94,0,,1681.23,1681.23,0,,0,0,0,,1681.23,1681.23,0,
W07000051,Cardiff North,4265.72,4265.72,0,,4265.72,4265.72,0,,0,0,0,,4265.72,4265.72,0,
W07000052,Rhondda,9990.06,9990.06,0,,9990.06,9990.06,0,,0,0,0,,9990.06,9990.06,0,
W07000053,Torfaen,11760.39,11760.39,0,,11760.39,11760.39,0,,54,54.14,-0.14,,11706.25,11706.25,0,
W07000054,Monmouth,83865.23,83869.62,-4.39,,83052.16,83052.16,0,,118,118.37,-0.37,,82933.79,82933.79,-1.45519E-11,
W07000055,Newport East,16690.48,16690.48,0,,12241.23,12241.23,0,,0,0,0,,12241.23,12241.23,0,
W07000056,Newport West,10659.69,10659.69,0,,9645.98,9645.98,0,,0,0,0,,9645.98,9645.98,0,
W07000057,Arfon,43698.54,43569.28,129.26,Change in Foreshore,40948.45,40948.45,0,,103,103.06,-0.06,,40845.39,40845.39,0,
W07000058,Aberconwy,62066.91,61851.38,215.53,Change in Foreshore,60411.12,60411.12,0,,107,107.48,-0.48,,60303.64,60303.64,0,
W07000059,Clwyd West,93082.9,93082.91,-0.01,,92619.9,92619.9,0,,508,508.04,-0.04,,92111.86,92111.86,0,
W07000060,Vale of Clwyd,22404.59,22395.47,9.12,,21638.2,21638.19,0.01,,0,0,0,,21638.2,21638.19,0.01,
W07000061,Dwyfor Meirionnydd,218410.35,218398.82,11.53,,213880.86,213880.86,0,,1211,1211.93,-0.93,,212668.93,212668.93,0,
W07000062,Clwyd South,62281.03,62281.03,0,,62281.03,62281.03,0,,0,0,0,,62281.03,62281.03,0,
W07000063,Montgomeryshire,218150.15,218150.15,0,,218135.62,218135.62,0,,691,691.43,-0.43,,217444.19,217444.19,0,
W07000064,Ceredigion,180669.83,180669.83,0,,178837.93,178837.93,0,,339,339.87,-0.87,,178498.06,178498.06,0,
W07000065,Preseli Pembrokeshire,119390.62,119391.03,-0.41,,118025.51,118025.51,0,,0,0,0,,118025.51,118025.51,0,
W07000066,Carmarthen West and South Pembrokeshire,105895.65,105895.65,0,,101845.67,101845.67,0,,0,0,0,,101845.67,101845.67,0,
W07000067,Carmarthen East and Dinefwr,156122.62,156122.62,0,,155576.45,155576.45,0,,82,82.81,-0.81,,155493.64,155493.64,0,
W07000068,Brecon and Radnorshire,301483.13,301483.13,0,,301483.13,301483.13,0,,790,790.11,-0.11,,300693.02,300693.02,0,
W07000069,Neath,26531.77,26531.77,0,,26496.69,26496.69,0,,0,0,0,,26496.69,26496.69,0,
W07000070,Cynon Valley,18236.38,18236.38,0,,18236.38,18236.38,0,,0,0,0,,18236.38,18236.38,0,
W07000071,Merthyr Tydfil and Rhymney,16191.96,16191.96,0,,16191.96,16191.96,0,,33,33.56,-0.56,,16158.4,16158.4,0,
W07000072,Blaenau Gwent,10872.81,10872.81,0,,10872.81,10872.81,0,,0,0,0,,10872.81,10872.81,0,
W07000073,Bridgend,8906.75,8906.75,0,,8473.19,8473.19,0,,0,0,0,,8473.19,8473.19,0,
W07000074,Ogmore,20290.76,20290.76,0,,20290.76,20290.76,0,,0,0,0,,20290.76,20290.76,0,
W07000075,Pontypridd,10503.2,10503.2,0,,10503.2,10503.2,0,,0,0,0,,10503.2,10503.2,0,
W07000076,Caerphilly,11455.59,11455.59,0,,11455.59,11455.59,0,,0,0,0,,11455.59,11455.59,0,
W07000077,Islwyn,11199.27,11199.27,0,,11199.27,11199.27,0,,0,0,0,,11199.27,11199.27,0,
W07000078,Vale of Glamorgan,32187.61,32187.61,0,,31520.69,31520.69,0,,0,0,0,,31520.69,31520.69,0,
W07000079,Cardiff West,5098.02,5098.02,0,,5098.02,5098.02,0,,0,0,0,,5098.02,5098.02,0,
W07000080,Cardiff South and Penarth,5689.61,5689.61,0,,4790.82,4790.82,0,,150,150.19,-0.19,,4640.63,4640.63,0,
